Case,Element,Shader,Interpolator,Total Elems,Vis Elems,Total Px,Shaded Px,Geom Time [ms],Raster Time [ms],Save Time [ms],Frame Time [ms],E2E Time [ms],Geom TP [MElem/s],Raster TP [MPx/s],Frame TP [MPx/s],E2E TP [MPx/s]
tri3_nodal_grey,tri3,nodal_grey,nodal,204800.000000,204800.000000,1600000.000000,1664000.000000,24.040772,17.087075,0.006813,41.128428,51.367534,9.092620,98.711348,41.240217,38.487186
tri3_nodal_rgb,tri3,nodal_rgb,nodal,204800.000000,204800.000000,1600000.000000,1664000.000000,38.888577,26.541307,0.000882,62.867056,69.143258,5.854232,70.915492,27.725433,26.104519
tri3_tex8_grey_linear_direct,tri3,tex8_grey,linear,204800.000000,204800.000000,1600000.000000,1664000.000000,27.105258,36.100642,0.000861,60.507335,73.555223,8.625727,50.388405,28.797445,24.903235
tri3_tex8_grey_cubic_catmull_rom_direct,tri3,tex8_grey,cubic_catmull_rom,204800.000000,204800.000000,1600000.000000,1664000.000000,27.390468,52.460066,0.000942,78.164190,94.011704,8.630103,33.669732,22.438042,19.992162
tri3_tex8_grey_cubic_catmull_rom_lut_lerp,tri3,tex8_grey,cubic_catmull_rom,204800.000000,204800.000000,1600000.000000,1664000.000000,27.403975,52.491021,0.000841,78.357685,89.784796,8.614732,33.274580,22.259781,19.858605
tri3_tex8_grey_cubic_mitchell_netravali_lut_lerp,tri3,tex8_grey,cubic_mitchell_netravali,204800.000000,204800.000000,1600000.000000,1664000.000000,26.910786,53.021691,0.000912,77.888428,93.395277,8.598999,33.159344,22.184117,19.792703
tri3_tex8_grey_lanczos3_lut_lerp,tri3,tex8_grey,lanczos3,204800.000000,204800.000000,1600000.000000,1664000.000000,27.749264,64.768699,0.001663,90.340410,101.192349,8.615067,26.860493,19.179310,17.367192
tri3_tex8_grey_cubic_bspline_lut_lerp,tri3,tex8_grey,cubic_bspline,204800.000000,204800.000000,1600000.000000,1664000.000000,27.731221,53.043928,0.001032,78.298489,88.515141,8.613407,33.399315,22.304295,19.890147
tri3_tex8_grey_quintic_bspline_direct,tri3,tex8_grey,quintic_bspline,204800.000000,204800.000000,1600000.000000,1664000.000000,27.232983,80.829822,0.001884,105.840096,115.854585,8.614880,21.446915,16.252985,14.931557
tri3_tex8_grey_quintic_bspline_lut_lerp,tri3,tex8_grey,quintic_bspline,204800.000000,204800.000000,1600000.000000,1664000.000000,26.935116,64.430833,0.000932,89.666710,100.272320,8.608243,27.121529,19.318311,17.469319
tri3_tex8_rgb_linear_direct,tri3,tex8_rgb,linear,204800.000000,204800.000000,1600000.000000,1664000.000000,35.706403,46.558786,0.000731,80.854272,93.407162,6.505761,38.223931,21.791823,19.481368
