189,190,191,192,193,194,195,196,197,198,199,200,205,206,207,208,201,202,203,204
193,194,195,196,209,210,211,212,205,206,207,208,217,218,219,220,213,214,215,216
221,189,192,222,223,193,196,224,225,200,226,227,230,208,231,232,228,201,204,229
223,193,196,224,233,209,212,234,230,208,231,232,237,220,238,239,235,213,216,236
240,241,190,189,242,243,194,193,244,245,197,246,249,250,205,251,247,248,202,201
242,243,194,193,252,253,210,209,249,250,205,251,256,257,217,258,254,255,214,213
259,240,189,221,260,242,193,223,261,246,225,262,264,251,230,265,263,247,201,228
260,242,193,223,266,252,209,233,264,251,230,265,268,258,237,269,267,254,213,235
