Case,Element,Shader,Interpolator,Total Elems,Vis Elems,Total Px,Shaded Px,Geom Time [ms],Raster Time [ms],Save Time [ms],Frame Time [ms],E2E Time [ms],Geom TP [MElem/s],Raster TP [MPx/s],Frame TP [MPx/s],E2E TP [MPx/s]
tri3_nodal_grey,tri3,nodal_grey,nodal,204800.000000,204800.000000,1600000.000000,1664000.000000,10.817992,4.632295,0.000496,15.466813,18.477088,18.931432,345.401183,103.447304,86.593744
tri3_nodal_rgb,tri3,nodal_rgb,nodal,204800.000000,204800.000000,1600000.000000,1664000.000000,20.091062,6.505275,0.000481,26.644664,30.307225,10.193606,245.954266,60.049548,52.792713
tri3_tex8_grey_linear_direct,tri3,tex8_grey,linear,204800.000000,204800.000000,1600000.000000,1664000.000000,11.405773,8.826424,0.000491,20.300283,29.023288,17.955822,181.273883,78.816689,55.128145
tri3_tex8_grey_cubic_catmull_rom_direct,tri3,tex8_grey,cubic_catmull_rom,204800.000000,204800.000000,1600000.000000,1664000.000000,11.537586,12.974185,0.000491,24.748394,33.497941,17.750681,123.321812,64.650660,47.764132
tri3_tex8_grey_cubic_catmull_rom_lut_lerp,tri3,tex8_grey,cubic_catmull_rom,204800.000000,204800.000000,1600000.000000,1664000.000000,11.199844,12.974150,0.000481,24.350522,33.091281,18.285982,123.322162,65.707106,48.351106
tri3_tex8_grey_cubic_mitchell_netravali_lut_lerp,tri3,tex8_grey,cubic_mitchell_netravali,204800.000000,204800.000000,1600000.000000,1664000.000000,11.298653,12.929832,0.000506,24.338249,33.143644,18.126109,123.744854,65.740159,48.274717
tri3_tex8_grey_lanczos3_lut_lerp,tri3,tex8_grey,lanczos3,204800.000000,204800.000000,1600000.000000,1664000.000000,11.299659,16.112482,0.000481,27.552865,36.250636,18.124441,99.301929,58.070195,44.137164
tri3_tex8_grey_cubic_bspline_lut_lerp,tri3,tex8_grey,cubic_bspline,204800.000000,204800.000000,1600000.000000,1664000.000000,11.381892,12.884698,0.000501,24.603145,33.375424,17.993495,124.178304,65.032337,47.939466
tri3_tex8_grey_quintic_bspline_direct,tri3,tex8_grey,quintic_bspline,204800.000000,204800.000000,1600000.000000,1664000.000000,11.361588,20.082253,0.000486,31.503065,40.280713,18.025662,79.672351,50.788728,39.721244
tri3_tex8_grey_quintic_bspline_lut_lerp,tri3,tex8_grey,quintic_bspline,204800.000000,204800.000000,1600000.000000,1664000.000000,11.440037,15.902745,0.000491,27.501713,36.349315,17.902043,100.611582,58.178203,44.017340
tri3_tex8_rgb_linear_direct,tri3,tex8_rgb,linear,204800.000000,204800.000000,1600000.000000,1664000.000000,19.142356,11.446256,0.000501,30.765655,39.615067,10.698788,139.783712,52.006097,40.388745
tri3_tex8_rgb_cubic_catmull_rom_direct,tri3,tex8_rgb,cubic_catmull_rom,204800.000000,204800.000000,1600000.000000,1664000.000000,19.034113,17.153833,0.000491,36.371768,45.190194,10.759637,93.273619,43.990189,35.405913
tri3_tex8_rgb_cubic_catmull_rom_lut_lerp,tri3,tex8_rgb,cubic_catmull_rom,204800.000000,204800.000000,1600000.000000,1664000.000000,18.981426,18.148269,0.000501,37.235237,45.964028,10.789496,88.162678,42.970051,34.809833
tri3_tex8_rgb_cubic_mitchell_netravali_lut_lerp,tri3,tex8_rgb,cubic_mitchell_netravali,204800.000000,204800.000000,1600000.000000,1664000.000000,19.102638,17.629921,0.000451,36.807783,45.582426,10.721033,90.754807,43.469074,35.101248
tri3_tex8_rgb_lanczos3_lut_lerp,tri3,tex8_rgb,lanczos3,204800.000000,204800.000000,1600000.000000,1664000.000000,19.253488,24.995872,0.000496,44.308453,53.154687,10.637037,64.010570,36.110492,30.100827
