0.00332230,0.00000000,0.00214427
0.00437305,0.00151063,0.00242413
0.00325826,0.00000000,0.00078409
0.00223546,0.00299174,0.00011653
0.00325826,0.01200000,0.00078409
0.00490023,0.01047052,0.00099386
0.00110798,0.00942262,0.00169853
0.00258934,0.00982387,-0.00080696
0.00210652,0.00000000,-0.00315263
0.00274710,0.00000000,-0.00173687
0.00277785,0.00138286,-0.00415735
0.00027938,0.00275577,-0.00216342
0.00107213,0.00176481,0.00272422
-0.00267267,0.01200000,0.00178582
-0.00421314,0.01059950,0.00269247
-0.00251810,0.00996256,-0.00045626
-0.00105241,0.00985167,0.00240662
0.00417695,0.01065092,0.00274828
0.00332230,0.01200000,0.00214427
-0.00073971,0.01200000,-0.00371878
-0.00067373,0.01200000,-0.00213351
-0.00190216,0.01200000,-0.00282810
-0.00037694,0.00910924,-0.00212049
0.00415735,0.00168680,-0.00277785
0.00461952,0.00879714,0.00191313
-0.00202763,0.01200000,-0.00126889
-0.00310579,0.01200000,-0.00206805
-0.00431272,0.00895804,0.00252992
0.00350343,0.00000000,-0.00057446
0.00490393,0.00132768,-0.00097545
-0.00277785,0.01031320,-0.00415735
-0.00344677,0.00875299,-0.00362212
-0.00305650,0.00793338,-0.00072904
-0.00097882,0.01027549,-0.00490326
0.00059678,0.01200000,-0.00327004
0.00273004,0.00454088,-0.00127958
-0.00122385,0.00844398,0.00057857
0.00167964,0.00763666,-0.00068983
0.00000013,0.00491740,-0.00000014
-0.00159095,0.00664190,-0.00154518
0.00409176,0.00600586,-0.00287359
0.00481503,0.00698259,-0.00134741
0.00409059,0.00795626,-0.00287525
0.00107024,0.00767717,-0.00272348
0.00290286,0.00307802,-0.00407105
0.00035230,0.00669652,0.00223193
0.00254983,0.00766281,0.00142924
-0.00030003,0.00502643,-0.00499099
0.00138038,0.00405219,-0.00480568
0.00114043,0.00561082,-0.00223976
-0.00030146,0.00697795,-0.00499090
0.00146274,0.01005742,-0.00259034
0.00187601,0.00000000,0.00234405
-0.00067373,0.00000000,-0.00213351
-0.00073971,0.00000000,-0.00371878
-0.00226701,0.00178695,-0.00207281
0.00290047,0.00698108,-0.00407275
0.00245555,0.00552821,0.00060281
-0.00159147,0.00433518,-0.00222733
-0.00282152,0.00130755,0.00412784
