5,0,7,6,8,11
1,12,3,14,13,4
9,15,2,17,16,10
3,23,1,24,26,4
2,15,27,16,29,28
5,41,0,42,44,6
12,31,3,52,32,13
47,5,7,51,11,48
45,15,9,46,17,53
56,59,37,62,63,64
60,65,49,67,68,69
0,23,7,25,70,8
27,12,1,71,14,30
55,56,21,58,73,72
54,55,35,57,75,74
41,9,2,76,10,43
19,39,35,40,77,36
20,33,49,34,78,50
18,21,37,22,79,38
59,60,33,61,81,80
18,82,21,83,85,22
31,82,3,90,84,32
65,54,39,66,96,95
45,97,15,98,100,46
47,7,101,48,104,103
37,101,18,102,109,38
97,39,19,99,40,110
33,20,111,34,113,112
19,35,115,36,118,117
131,20,49,133,50,134
5,47,111,51,135,114
31,12,115,52,116,136
9,131,45,132,137,53
41,91,9,138,94,76
41,5,91,42,92,138
86,65,39,139,95,88
49,65,86,68,139,87
55,21,105,72,107,140
35,55,105,75,140,106
119,59,33,141,80,122
59,119,37,141,121,63
127,12,27,130,71,142
15,127,27,128,142,29
7,23,123,70,143,124
23,3,123,24,125,143
86,97,45,148,98,89
97,86,39,148,88,99
37,119,101,121,149,102
119,47,101,120,103,149
131,86,45,150,89,137
131,49,86,134,87,150
101,123,18,151,126,109
101,7,123,104,124,151
18,123,82,126,152,83
123,3,82,125,84,152
9,91,131,94,153,132
91,20,131,93,133,153
5,111,91,114,154,92
111,20,91,113,93,154
12,127,115,130,155,116
127,19,115,129,117,155
82,31,105,90,108,156
21,82,105,85,156,107
115,35,105,118,106,157
31,115,105,136,157,108
144,65,60,158,67,147
144,54,65,146,66,158
56,144,59,145,159,62
144,60,59,147,61,159
55,144,56,160,145,58
144,55,54,160,57,146
15,97,127,100,161,128
97,19,127,110,129,161
47,119,111,120,162,135
119,33,111,122,112,162
41,163,0,165,166,44
163,41,2,165,43,164
163,27,1,167,30,168
27,163,2,167,164,28
0,163,23,166,169,25
163,1,23,168,26,169
60,49,33,69,78,81
56,37,21,64,79,73
39,54,35,96,74,77
