0.00000000,0.01250000,0.00100000
0.00000000,0.01500000,0.00200000
0.00000000,0.01000000,0.00200000
0.00393777,0.01226843,0.00200000
0.00000000,0.01375000,0.00150000
0.00000000,0.01250000,0.00200000
0.00000000,0.01125000,0.00150000
0.00196888,0.01238422,0.00150000
0.00196888,0.01363422,0.00200000
0.00196888,0.01113422,0.00200000
0.01500000,0.00000000,0.00200000
0.01810628,0.00350149,0.00200000
0.01810628,0.00350149,0.00000000
0.01586010,0.00256191,0.00089686
0.01655314,0.00175075,0.00200000
0.01810628,0.00350149,0.00100000
0.01655314,0.00175075,0.00100000
0.01543005,0.00128095,0.00144843
0.01698319,0.00303170,0.00144843
0.01698319,0.00303170,0.00044843
0.02500000,0.00750000,0.00100000
0.02500000,0.01000000,0.00000000
0.02500000,0.00500000,0.00000000
0.02066987,0.00750000,0.00000000
0.02500000,0.00875000,0.00050000
0.02500000,0.00750000,0.00000000
0.02500000,0.00625000,0.00050000
0.02283494,0.00750000,0.00050000
0.02283494,0.00875000,0.00000000
0.02283494,0.00625000,0.00000000
0.02066987,0.00750000,0.00200000
0.02500000,0.00500000,0.00200000
0.02500000,0.01000000,0.00200000
0.02283494,0.00750000,0.00150000
0.02283494,0.00625000,0.00200000
0.02500000,0.00625000,0.00150000
0.02500000,0.00875000,0.00150000
0.02283494,0.00875000,0.00200000
0.02500000,0.00750000,0.00200000
0.02500000,0.00000000,0.00200000
0.02500000,0.00250000,0.00100000
0.02186819,0.00310005,0.00200000
0.02500000,0.00125000,0.00150000
0.02343409,0.00280002,0.00150000
0.02343409,0.00155002,0.00200000
0.02500000,0.00250000,0.00200000
0.02500000,0.00375000,0.00150000
0.02343409,0.00405002,0.00200000
0.02500000,0.00000000,0.00000000
0.02186819,0.00310005,0.00000000
0.02500000,0.00250000,0.00000000
0.02500000,0.00125000,0.00050000
0.02500000,0.00375000,0.00050000
0.02343409,0.00405002,0.00000000
0.02343409,0.00155002,0.00000000
0.02343409,0.00280002,0.00050000
0.02250000,0.00000000,0.00100000
0.02000000,0.00000000,0.00200000
0.02375000,0.00000000,0.00150000
0.02125000,0.00000000,0.00150000
0.02250000,0.00000000,0.00200000
0.02218409,0.00155002,0.00150000
0.02093409,0.00155002,0.00200000
0.02000000,0.03500000,0.00200000
0.02500000,0.03500000,0.00200000
0.02186819,0.03189995,0.00200000
0.02250000,0.03500000,0.00100000
0.02250000,0.03500000,0.00200000
0.02343409,0.03344998,0.00200000
0.02093409,0.03344998,0.00200000
0.02125000,0.03500000,0.00150000
0.02375000,0.03500000,0.00150000
0.02218409,0.03344998,0.00150000
