2.00000000e+01,2.06961487e+01,2.28731067e+01,2.66327679e+01,3.19014370e+01
2.00000000e+01,2.00955288e+01,2.04673694e+01,2.13712515e+01,2.29620971e+01
2.00000000e+01,2.00428695e+01,2.03067291e+01,2.10307081e+01,2.23735151e+01
2.00000000e+01,2.02352552e+01,2.11254597e+01,2.28795999e+01,2.55810523e+01
2.00000000e+01,2.04884382e+01,2.25007309e+01,2.61238976e+01,3.12737326e+01
2.00000000e+01,2.00399545e+01,2.02884506e+01,2.09838070e+01,2.22870614e+01
2.00000000e+01,2.01021430e+01,2.05136104e+01,2.14665720e+01,2.31065974e+01
2.00000000e+01,2.00000094e+01,2.00000859e+01,2.00006294e+01,2.00030274e+01
2.00000000e+01,2.00000229e+01,2.00002347e+01,2.00015767e+01,2.00069915e+01
2.00000000e+01,2.00000009e+01,2.00000099e+01,2.00000895e+01,2.00005119e+01
2.00000000e+01,2.00000066e+01,2.00000943e+01,2.00005790e+01,2.00023875e+01
2.00000000e+01,2.00000000e+01,2.00000004e+01,2.00000027e+01,2.00000140e+01
2.00000000e+01,2.00000000e+01,2.00000006e+01,2.00000045e+01,2.00000245e+01
2.00000000e+01,2.00000000e+01,2.00000001e+01,2.00000013e+01,2.00000075e+01
2.00000000e+01,2.00000000e+01,2.00000001e+01,2.00000008e+01,2.00000053e+01
2.00000000e+01,2.00000001e+01,2.00000025e+01,2.00000262e+01,2.00001643e+01
2.00000000e+01,2.00000003e+01,2.00000063e+01,2.00000634e+01,2.00003802e+01
2.00000000e+01,2.00000000e+01,2.00000001e+01,2.00000027e+01,2.00000222e+01
2.00000000e+01,2.00000000e+01,2.00000011e+01,2.00000137e+01,2.00000891e+01
2.00000000e+01,2.00000003e+01,2.00000038e+01,2.00000284e+01,2.00001447e+01
2.00000000e+01,2.00000000e+01,2.00000006e+01,2.00000052e+01,2.00000306e+01
2.00000000e+01,2.00000000e+01,2.00000029e+01,2.00000400e+01,2.00002816e+01
