Case,Element,Shader,Interpolator,Total Elems,Vis Elems,Total Px,Shaded Px,Geom Time [ms],Raster Time [ms],Save Time [ms],Frame Time [ms],E2E Time [ms],Geom TP [MElem/s],Raster TP [MPx/s],Frame TP [MPx/s],E2E TP [MPx/s]
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.496629,0.320565,24.539877,0.281375,0.276094,0.496752,0.321596,0.282169,0.276102
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.474913,0.299486,22.049287,0.286491,0.311228,0.475980,0.300386,0.287308,0.311191
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.352796,0.370024,18.396846,0.363757,0.351902,0.354046,0.371377,0.364299,0.352643
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.353869,0.409140,21.067416,0.328305,0.345597,0.355126,0.409125,0.328320,0.345588
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.347894,0.287770,19.943020,0.219593,0.217337,0.347884,0.288600,0.220077,0.217330
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.383662,0.405048,19.028340,0.329394,0.322161,0.385140,0.405968,0.330482,0.322158
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.282083,0.312813,17.000000,0.230462,0.236802,0.282881,0.313795,0.230993,0.237363
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.308072,0.467544,17.654987,0.351645,0.338425,0.308064,0.469735,0.351698,0.338317
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.359937,0.433997,20.114123,0.355554,0.357003,0.361237,0.435889,0.356823,0.356945
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.239379,0.435474,13.477089,0.333308,0.341694,0.239954,0.436467,0.334420,0.342865
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.338009,0.376035,18.544936,0.330323,0.335301,0.339155,0.377454,0.331417,0.336429
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.247697,0.359850,17.713366,0.294307,0.287726,0.247689,0.361149,0.295176,0.288556
tri3_tex8_grey_linear_direct_zoom,tri3,tex8_grey,linear,0.000000,0.000000,0.000000,0.000000,0.284710,0.297333,21.128609,0.291446,0.292509,0.284712,0.297072,0.292298,0.293367
tri3_tex8_grey_cubic_catmull_rom_lut_lerp_zoom,tri3,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.484862,0.219914,19.089574,0.247342,0.236949,0.487224,0.220399,0.247955,0.237512
tri3_tex8_grey_cubic_mitchell_netravali_lut_lerp_zoom,tri3,tex8_grey,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,0.511013,0.288724,20.997375,0.305718,0.313728,0.511284,0.289560,0.305691,0.313675
tri3_tex8_grey_lanczos3_lut_lerp_zoom,tri3,tex8_grey,lanczos3,0.000000,0.000000,0.000000,0.000000,0.578106,0.331921,19.767442,0.353842,0.346250,0.580657,0.333026,0.353852,0.346214
tri3_tex8_grey_cubic_bspline_lut_lerp_zoom,tri3,tex8_grey,cubic_bspline,0.000000,0.000000,0.000000,0.000000,0.488967,0.393638,23.460411,0.377165,0.387159,0.491369,0.395193,0.378596,0.388664
tri3_tex8_grey_quintic_bspline_lut_lerp_zoom,tri3,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.548942,0.392986,23.784494,0.406238,0.413355,0.545952,0.394526,0.406229,0.413287
tri3_tex8_rgb_linear_direct_zoom,tri3,tex8_rgb,linear,0.000000,0.000000,0.000000,0.000000,0.644488,0.475986,20.375723,0.469981,0.469624,0.647329,0.478264,0.469972,0.469577
