Case,Element,Shader,Interpolator,Total Elems,Vis Elems,Total Px,Shaded Px,Geom Time [ms],Raster Time [ms],Save Time [ms],Frame Time [ms],E2E Time [ms],Geom TP [MElem/s],Raster TP [MPx/s],Frame TP [MPx/s],E2E TP [MPx/s]
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,3.978841,11.874464,0.000120,15.935914,16.039962,0.650014,104.510729,82.743921,82.320419
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,3.968111,12.002169,0.000131,15.988503,16.082304,0.879814,111.987209,87.571493,87.066832
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,3.986285,11.990537,0.000161,16.000517,16.092664,0.935187,106.123963,83.854023,83.351879
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,3.984402,11.976089,0.000160,15.965291,16.055042,0.643660,109.138881,81.986878,81.564559
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,3.998720,11.905043,0.000141,15.984817,16.077214,0.842567,123.882550,90.279662,89.704734
tri3_nodal_grey_zoom,tri3,nodal_grey,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,3.984562,11.881699,0.000120,15.970831,16.062666,0.902151,107.797099,84.218381,83.724379
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,11.610790,17.174536,0.000251,28.859549,28.962746,0.266056,76.397754,47.465609,47.313196
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,11.647881,17.217048,0.000170,28.887170,28.997883,0.277047,76.351363,48.277722,48.106837
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,11.613886,17.191920,0.000120,28.868214,28.980820,0.288292,77.058073,49.362447,49.199978
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,11.592956,17.248257,0.000170,28.864668,28.969068,0.274696,75.921436,48.790823,48.630846
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,11.600230,17.165199,0.000150,28.829111,28.939702,0.271462,77.901789,48.093928,47.927705
tri3_nodal_rgb_zoom,tri3,nodal_rgb,nodal,4050.000000,972.000000,1600000.000000,1600000.000000,11.605500,17.237858,0.000121,28.872633,28.977545,0.279180,77.162399,49.210392,49.030112
tri3_tex8_grey_linear_direct_zoom,tri3,tex8_grey,linear,4050.000000,972.000000,1600000.000000,1600000.000000,4.016634,24.527712,0.000170,28.548815,28.767603,0.644136,56.157468,48.829581,48.064700
tri3_tex8_grey_cubic_catmull_rom_lut_lerp_zoom,tri3,tex8_grey,cubic_catmull_rom,4050.000000,972.000000,1600000.000000,1600000.000000,4.000813,42.026290,0.000090,46.114710,46.328701,0.851079,34.407899,31.631205,31.501515
tri3_tex8_grey_cubic_mitchell_netravali_lut_lerp_zoom,tri3,tex8_grey,cubic_mitchell_netravali,4050.000000,972.000000,1600000.000000,1600000.000000,4.006655,42.017363,0.000080,46.087640,46.288815,0.845926,34.591320,31.823302,31.695197
tri3_tex8_grey_lanczos3_lut_lerp_zoom,tri3,tex8_grey,lanczos3,4050.000000,972.000000,1600000.000000,1600000.000000,4.006053,53.038975,0.000030,57.089773,57.313102,0.663458,27.897208,25.532054,25.445112
tri3_tex8_grey_cubic_bspline_lut_lerp_zoom,tri3,tex8_grey,cubic_bspline,4050.000000,972.000000,1600000.000000,1600000.000000,4.007205,41.301512,0.000140,45.392779,45.607571,0.888081,34.919274,32.094155,31.955852
tri3_tex8_grey_quintic_bspline_lut_lerp_zoom,tri3,tex8_grey,quintic_bspline,4050.000000,972.000000,1600000.000000,1600000.000000,3.988521,53.246593,0.000050,57.349573,57.549355,0.853644,27.546089,25.756388,25.669985
tri3_tex8_rgb_linear_direct_zoom,tri3,tex8_rgb,linear,4050.000000,972.000000,1600000.000000,1600000.000000,11.605871,33.574772,0.000140,45.235759,45.444779,0.271994,41.827756,31.574293,31.437855
tri3_tex8_rgb_cubic_catmull_rom_lut_lerp_zoom,tri3,tex8_rgb,cubic_catmull_rom,4050.000000,972.000000,1600000.000000,1600000.000000,11.603487,58.712063,0.000150,70.347443,70.567232,0.280873,24.952798,21.005164,20.945200
tri3_tex8_rgb_cubic_mitchell_netravali_lut_lerp_zoom,tri3,tex8_rgb,cubic_mitchell_netravali,4050.000000,972.000000,1600000.000000,1600000.000000,11.609347,56.738964,0.000050,68.407695,68.620124,0.280874,25.848849,21.542273,21.476826
tri3_tex8_rgb_lanczos3_lut_lerp_zoom,tri3,tex8_rgb,lanczos3,4050.000000,972.000000,1600000.000000,1600000.000000,11.640086,84.467030,0.000211,96.137133,96.356625,0.273150,17.638826,15.478800,15.377564
tri3_tex8_rgb_cubic_bspline_lut_lerp_zoom,tri3,tex8_rgb,cubic_bspline,4050.000000,972.000000,1600000.000000,1600000.000000,11.651720,56.597165,0.000160,68.320282,68.540523,0.264689,25.846898,21.204039,21.142139
tri3_tex8_rgb_quintic_bspline_lut_lerp_zoom,tri3,tex8_rgb,quintic_bspline,4050.000000,972.000000,1600000.000000,1600000.000000,11.665927,84.586591,0.000120,96.293806,96.532364,0.276042,17.507867,15.372879,14.613873
tri3_texfunc_grey_param_constant_zoom,tri3,texfunc_grey,constant,4050.000000,972.000000,1600000.000000,1600000.000000,4.008389,13.188373,0.000061,17.231910,17.332001,0.662615,98.267905,75.886000,75.533671
tri3_texfunc_grey_uv_constant_zoom,tri3,texfunc_grey,constant,4050.000000,972.000000,1600000.000000,1600000.000000,4.024239,13.782431,0.000120,17.918424,18.132394,0.643897,103.617890,73.634270,72.926671
tri3_texfunc_grey_param_sinusoidal_zoom,tri3,texfunc_grey,sinusoidal,4050.000000,972.000000,1600000.000000,1600000.000000,4.003529,35.554017,0.000140,39.597704,39.699558,0.666524,40.352557,36.455169,36.375601
tri3_texfunc_grey_uv_sinusoidal_zoom,tri3,texfunc_grey,sinusoidal,4050.000000,972.000000,1600000.000000,1600000.000000,4.014760,34.485200,0.000141,38.543425,38.754618,0.943367,41.826515,37.853196,37.662683
tri3_texfunc_rgb_param_constant_zoom,tri3,texfunc_rgb,constant,4050.000000,972.000000,1600000.000000,1600000.000000,11.631421,22.736083,0.000160,34.398422,34.499618,0.284386,63.081714,41.345572,41.233276
