Case,Element,Shader,Interpolator,Total Elems,Vis Elems,Total Px,Shaded Px,Geom Time [ms],Raster Time [ms],Save Time [ms],Frame Time [ms],E2E Time [ms],Geom TP [MElem/s],Raster TP [MPx/s],Frame TP [MPx/s],E2E TP [MPx/s]
tri3_nodal_grey,tri3,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.023064,0.031835,0.000084,0.039029,0.043468,0.000003,0.885878,0.478180,0.529636
tri3_nodal_rgb,tri3,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.043899,0.055867,0.000070,0.078182,0.079287,0.000001,0.558997,0.214643,0.217248
tri3_tex8_grey_linear_direct,tri3,tex8_grey,linear,0.000000,0.000000,0.000000,0.000000,0.022717,0.074418,0.000070,0.103423,0.101034,0.000003,0.333712,0.321292,0.312480
tri3_tex8_grey_cubic_catmull_rom_direct,tri3,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.015795,0.095769,0.000079,0.103488,0.102452,0.000002,0.131238,0.114697,0.112949
tri3_tex8_grey_cubic_catmull_rom_lut_lerp,tri3,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.016622,0.077304,0.000100,0.094220,0.092297,0.000002,0.098698,0.097607,0.095557
tri3_tex8_grey_cubic_mitchell_netravali_lut_lerp,tri3,tex8_grey,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,0.011888,0.090369,0.000094,0.090925,0.089382,0.000002,0.118705,0.096909,0.095005
tri3_tex8_grey_lanczos3_lut_lerp,tri3,tex8_grey,lanczos3,0.000000,0.000000,0.000000,0.000000,0.024017,0.172367,0.000085,0.188662,0.192265,0.000003,0.133580,0.124180,0.126269
tri3_tex8_grey_cubic_bspline_lut_lerp,tri3,tex8_grey,cubic_bspline,0.000000,0.000000,0.000000,0.000000,0.015575,0.076657,0.000090,0.081266,0.083009,0.000002,0.100751,0.086461,0.088071
tri3_tex8_grey_quintic_bspline_direct,tri3,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.023966,0.200479,0.000070,0.222377,0.226775,0.000003,0.085353,0.083815,0.085051
tri3_tex8_grey_quintic_bspline_lut_lerp,tri3,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.026411,0.169054,0.000065,0.175918,0.175952,0.000004,0.132794,0.116821,0.117025
tri3_tex8_rgb_linear_direct,tri3,tex8_rgb,linear,0.000000,0.000000,0.000000,0.000000,0.045017,0.153149,0.000086,0.178808,0.178377,0.000001,0.333403,0.191680,0.190616
tri3_tex8_rgb_cubic_catmull_rom_direct,tri3,tex8_rgb,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.039760,0.163823,0.000085,0.213721,0.207423,0.000001,0.105450,0.090701,0.087855
tri3_tex8_rgb_cubic_catmull_rom_lut_lerp,tri3,tex8_rgb,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.028971,0.165628,0.000071,0.177019,0.172154,0.000000,0.099538,0.071093,0.069000
tri3_tex8_rgb_cubic_mitchell_netravali_lut_lerp,tri3,tex8_rgb,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,0.031766,0.264818,0.000066,0.283200,0.279491,0.000000,0.172321,0.121302,0.118932
tri3_tex8_rgb_lanczos3_lut_lerp,tri3,tex8_rgb,lanczos3,0.000000,0.000000,0.000000,0.000000,0.038333,0.252801,0.000080,0.281282,0.282368,0.000001,0.069769,0.058608,0.058752
tri3_tex8_rgb_cubic_bspline_lut_lerp,tri3,tex8_rgb,cubic_bspline,0.000000,0.000000,0.000000,0.000000,0.041956,0.181568,0.000059,0.284821,0.280157,0.000001,0.120640,0.124633,0.122331
tri3_tex8_rgb_quintic_bspline_direct,tri3,tex8_rgb,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.082413,0.260450,0.000080,0.376709,0.374825,0.000001,0.049050,0.056147,0.055799
tri3_tex8_rgb_quintic_bspline_lut_lerp,tri3,tex8_rgb,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.048428,0.225522,0.000079,0.263976,0.284426,0.000001,0.063201,0.056044,0.060296
tri3_texfunc_grey_param_constant,tri3,texfunc_grey,constant,0.000000,0.000000,0.000000,0.000000,0.017172,0.047080,0.000081,0.056267,0.055281,0.000002,0.900810,0.533979,0.520425
tri3_texfunc_grey_uv_constant,tri3,texfunc_grey,constant,0.000000,0.000000,0.000000,0.000000,0.014269,0.035643,0.000065,0.050325,0.051575,0.000002,0.649883,0.461214,0.468932
tri3_texfunc_grey_param_sinusoidal,tri3,texfunc_grey,sinusoidal,0.000000,0.000000,0.000000,0.000000,0.015556,0.067204,0.000059,0.082901,0.081481,0.000002,0.170562,0.158264,0.154995
tri3_texfunc_grey_uv_sinusoidal,tri3,texfunc_grey,sinusoidal,0.000000,0.000000,0.000000,0.000000,0.016216,0.097978,0.000061,0.107208,0.109310,0.000002,0.179328,0.153841,0.155914
tri3_texfunc_rgb_param_constant,tri3,texfunc_rgb,constant,0.000000,0.000000,0.000000,0.000000,0.034531,0.083731,0.000060,0.120020,0.121678,0.000001,0.432572,0.228057,0.230208
tri3_texfunc_rgb_uv_constant,tri3,texfunc_rgb,constant,0.000000,0.000000,0.000000,0.000000,0.065236,0.076813,0.000070,0.112236,0.113247,0.000001,0.400889,0.214013,0.214166
tri3_texfunc_rgb_param_sinusoidal,tri3,texfunc_rgb,sinusoidal,0.000000,0.000000,0.000000,0.000000,0.056297,0.166971,0.000070,0.174255,0.169771,0.000001,0.126631,0.084846,0.082482
tri3_texfunc_rgb_uv_sinusoidal,tri3,texfunc_rgb,sinusoidal,0.000000,0.000000,0.000000,0.000000,0.039050,0.174119,0.000070,0.190540,0.192264,0.000001,0.105815,0.077040,0.077802
tri6_nodal_grey,tri6,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.026226,0.264923,0.000085,0.286068,0.288007,0.000004,0.416167,0.354901,0.359112
tri6_nodal_rgb,tri6,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.029132,0.363582,0.000076,0.414931,0.411934,0.000000,0.425584,0.282438,0.279686
tri6_tex8_grey_linear_direct,tri6,tex8_grey,linear,0.000000,0.000000,0.000000,0.000000,0.021110,0.410101,0.000055,0.451736,0.448696,0.000003,0.430220,0.391638,0.386638
tri6_tex8_grey_cubic_catmull_rom_direct,tri6,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.018437,0.312560,0.000059,0.331326,0.331476,0.000003,0.168507,0.156671,0.156451
tri6_tex8_grey_cubic_catmull_rom_lut_lerp,tri6,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.013746,0.315836,0.000055,0.341361,0.342953,0.000002,0.162905,0.153130,0.153995
tri6_tex8_grey_cubic_mitchell_netravali_lut_lerp,tri6,tex8_grey,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,0.019352,0.359490,0.000061,0.390808,0.395860,0.000003,0.187328,0.178020,0.179988
tri6_tex8_grey_lanczos3_lut_lerp,tri6,tex8_grey,lanczos3,0.000000,0.000000,0.000000,0.000000,0.018660,0.359079,0.000085,0.384008,0.385810,0.000003,0.130583,0.125390,0.125782
tri6_tex8_grey_cubic_bspline_lut_lerp,tri6,tex8_grey,cubic_bspline,0.000000,0.000000,0.000000,0.000000,0.015074,0.301344,0.000079,0.311183,0.311563,0.000002,0.157256,0.141990,0.141893
tri6_tex8_grey_quintic_bspline_direct,tri6,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.025759,0.517683,0.000065,0.536971,0.547345,0.000003,0.126751,0.119727,0.121876
tri6_tex8_grey_quintic_bspline_lut_lerp,tri6,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.021426,0.510053,0.000085,0.528063,0.530788,0.000003,0.186061,0.170718,0.171317
tri6_tex8_rgb_linear_direct,tri6,tex8_rgb,linear,0.000000,0.000000,0.000000,0.000000,0.083696,0.487520,0.000061,0.541093,0.542907,0.000001,0.340132,0.245329,0.244372
tri6_tex8_rgb_cubic_catmull_rom_direct,tri6,tex8_rgb,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.046906,0.443847,0.000075,0.489884,0.494258,0.000001,0.147379,0.119690,0.120556
tri6_tex8_rgb_cubic_catmull_rom_lut_lerp,tri6,tex8_rgb,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.029246,0.439158,0.000070,0.486379,0.486097,0.000000,0.138653,0.113677,0.113425
tri6_tex8_rgb_cubic_mitchell_netravali_lut_lerp,tri6,tex8_rgb,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,0.035067,0.512873,0.000080,0.543785,0.540572,0.000001,0.165657,0.129667,0.128692
tri6_tex8_rgb_lanczos3_lut_lerp,tri6,tex8_rgb,lanczos3,0.000000,0.000000,0.000000,0.000000,0.052431,0.665327,0.000080,0.743041,0.748675,0.000001,0.112974,0.100770,0.101407
tri6_tex8_rgb_cubic_bspline_lut_lerp,tri6,tex8_rgb,cubic_bspline,0.000000,0.000000,0.000000,0.000000,0.037521,0.492369,0.000085,0.557505,0.551994,0.000001,0.158369,0.132435,0.130899
tri6_tex8_rgb_quintic_bspline_direct,tri6,tex8_rgb,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.041369,0.930655,0.000075,1.103712,1.108045,0.000001,0.117593,0.114630,0.114959
tri6_tex8_rgb_quintic_bspline_lut_lerp,tri6,tex8_rgb,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.044681,0.638360,0.000071,0.677710,0.681641,0.000001,0.107748,0.091976,0.092400
tri6_texfunc_grey_param_constant,tri6,texfunc_grey,constant,0.000000,0.000000,0.000000,0.000000,0.012934,0.199933,0.000075,0.211722,0.213890,0.000002,0.270892,0.231956,0.233661
tri6_texfunc_grey_uv_constant,tri6,texfunc_grey,constant,0.000000,0.000000,0.000000,0.000000,0.029165,0.192008,0.000090,0.201467,0.201657,0.000004,0.256074,0.216692,0.216337
tri6_texfunc_grey_param_sinusoidal,tri6,texfunc_grey,sinusoidal,0.000000,0.000000,0.000000,0.000000,0.020203,0.316382,0.000079,0.328560,0.324943,0.000003,0.193750,0.172888,0.171698
tri6_texfunc_grey_uv_sinusoidal,tri6,texfunc_grey,sinusoidal,0.000000,0.000000,0.000000,0.000000,0.020253,0.418473,0.000085,0.425742,0.424755,0.000003,0.219410,0.194906,0.194087
tri6_texfunc_rgb_param_constant,tri6,texfunc_rgb,constant,0.000000,0.000000,0.000000,0.000000,0.033690,0.176570,0.000080,0.187135,0.187776,0.000001,0.147128,0.097750,0.097858
tri6_texfunc_rgb_uv_constant,tri6,texfunc_rgb,constant,0.000000,0.000000,0.000000,0.000000,0.041345,0.188913,0.000074,0.245742,0.248913,0.000001,0.156224,0.127767,0.129122
tri6_texfunc_rgb_param_sinusoidal,tri6,texfunc_rgb,sinusoidal,0.000000,0.000000,0.000000,0.000000,0.050480,0.518259,0.000090,0.602215,0.607399,0.000001,0.164929,0.141726,0.142725
tri6_texfunc_rgb_uv_sinusoidal,tri6,texfunc_rgb,sinusoidal,0.000000,0.000000,0.000000,0.000000,0.094993,0.878275,0.000086,1.027407,1.024767,0.000001,0.241423,0.213199,0.212301
quad4_nodal_grey,quad4,nodal_grey,nodal,0.000000,0.000000,0.000000,0.000000,0.019567,0.231865,0.000070,0.245676,0.245462,0.000001,0.863260,0.645699,0.642963
quad4_nodal_rgb,quad4,nodal_rgb,nodal,0.000000,0.000000,0.000000,0.000000,0.050446,0.272919,0.000080,0.327057,0.330098,0.000000,0.661246,0.374704,0.376869
quad4_tex8_grey_linear_direct,quad4,tex8_grey,linear,0.000000,0.000000,0.000000,0.000000,0.019071,0.228663,0.000080,0.255183,0.253367,0.000001,0.472273,0.405317,0.401923
quad4_tex8_grey_cubic_catmull_rom_direct,quad4,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.020901,0.292151,0.000070,0.297239,0.297766,0.000001,0.254060,0.217612,0.217520
quad4_tex8_grey_cubic_catmull_rom_lut_lerp,quad4,tex8_grey,cubic_catmull_rom,0.000000,0.000000,0.000000,0.000000,0.011797,0.299570,0.000084,0.318471,0.318035,0.000001,0.242275,0.219615,0.218828
quad4_tex8_grey_cubic_mitchell_netravali_lut_lerp,quad4,tex8_grey,cubic_mitchell_netravali,0.000000,0.000000,0.000000,0.000000,0.019904,0.314299,0.000070,0.339987,0.340654,0.000001,0.259114,0.235428,0.236653
quad4_tex8_grey_lanczos3_lut_lerp,quad4,tex8_grey,lanczos3,0.000000,0.000000,0.000000,0.000000,0.022468,0.278715,0.000075,0.293654,0.297355,0.000002,0.148592,0.137828,0.139188
quad4_tex8_grey_cubic_bspline_lut_lerp,quad4,tex8_grey,cubic_bspline,0.000000,0.000000,0.000000,0.000000,0.013943,0.331481,0.000070,0.348478,0.348649,0.000001,0.270155,0.242024,0.241612
quad4_tex8_grey_quintic_bspline_direct,quad4,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.022132,0.520097,0.000060,0.543949,0.543137,0.000001,0.172143,0.161620,0.161137
quad4_tex8_grey_quintic_bspline_lut_lerp,quad4,tex8_grey,quintic_bspline,0.000000,0.000000,0.000000,0.000000,0.018475,0.344682,0.000080,0.334096,0.330094,0.000001,0.183172,0.155822,0.152814
