Case,Element,Shader,Interpolator,Total Elems,Vis Elems,Total Px,Shaded Px,Geom Time [ms],Raster Time [ms],Save Time [ms],Frame Time [ms],E2E Time [ms],Geom TP [MElem/s],Raster TP [MPx/s],Frame TP [MPx/s],E2E TP [MPx/s]
tri3_nodal_grey,tri3,nodal_grey,nodal,2.000000,2.000000,1600000.000000,1600000.000000,3.857903,7.582755,0.000376,11.428455,11.481076,0.000518,211.005103,140.001426,139.359766
tri3_nodal_rgb,tri3,nodal_rgb,nodal,2.000000,2.000000,1600000.000000,1600000.000000,11.471247,12.644302,0.000391,24.102017,24.165049,0.000174,126.539212,66.384487,66.211329
tri3_tex8_grey_linear_direct,tri3,tex8_grey,linear,2.000000,2.000000,1600000.000000,1600000.000000,3.832644,18.926296,0.000341,22.746166,22.795446,0.000522,84.538467,70.341526,70.189460
tri3_tex8_grey_cubic_catmull_rom_direct,tri3,tex8_grey,cubic_catmull_rom,2.000000,2.000000,1600000.000000,1600000.000000,3.838461,34.217703,0.000371,38.046940,38.096576,0.000521,46.759423,42.053316,41.998526
tri3_tex8_grey_cubic_catmull_rom_lut_lerp,tri3,tex8_grey,cubic_catmull_rom,2.000000,2.000000,1600000.000000,1600000.000000,3.854562,35.438931,0.000391,39.298756,39.357925,0.000519,45.148089,40.713758,40.652550
tri3_tex8_grey_cubic_mitchell_netravali_lut_lerp,tri3,tex8_grey,cubic_mitchell_netravali,2.000000,2.000000,1600000.000000,1600000.000000,3.853775,34.945985,0.000335,38.790837,38.843012,0.000519,45.784946,41.246855,41.191450
tri3_tex8_grey_lanczos3_lut_lerp,tri3,tex8_grey,lanczos3,2.000000,2.000000,1600000.000000,1600000.000000,3.861871,45.523977,0.000381,49.397374,49.454458,0.000518,35.146315,32.390388,32.353000
tri3_tex8_grey_cubic_bspline_lut_lerp,tri3,tex8_grey,cubic_bspline,2.000000,2.000000,1600000.000000,1600000.000000,3.854943,34.929282,0.000381,38.779265,38.832552,0.000519,45.806839,41.259163,41.202546
tri3_tex8_grey_quintic_bspline_direct,tri3,tex8_grey,quintic_bspline,2.000000,2.000000,1600000.000000,1600000.000000,3.867646,61.403895,0.000401,65.265775,65.319373,0.000517,26.056979,24.515146,24.495030
tri3_tex8_grey_quintic_bspline_lut_lerp,tri3,tex8_grey,quintic_bspline,2.000000,2.000000,1600000.000000,1600000.000000,3.874931,45.216560,0.000366,49.085079,49.135634,0.000516,35.385266,32.596464,32.562925
tri3_tex8_rgb_linear_direct,tri3,tex8_rgb,linear,2.000000,2.000000,1600000.000000,1600000.000000,11.527113,27.186839,0.000381,38.723145,38.783897,0.000174,58.852005,41.318959,41.254236
