0.000000000000000000e+00,-1.687547766810810462e-05,-3.375074927834723998e-05,-5.062612391738611735e-05,-6.750149855642496085e-05,-8.437687319569963187e-05,-1.012522478349743300e-04,-1.181276224739794955e-04,-1.350029971129846609e-04
0.000000000000000000e+00,-1.804948054015843907e-05,-3.609879707362478055e-05,-5.414819561034776141e-05,-7.219759414707073550e-05,-9.024699268395020740e-05,-1.082963912208295844e-04,-1.263457897575302172e-04,-1.443951882942308364e-04
0.000000000000000000e+00,-1.640654621346865591e-05,-3.281286800386094355e-05,-4.921930200567533454e-05,-6.562573600748974586e-05,-8.203217000950724857e-05,-9.843860401152477839e-05,-1.148450380133101805e-04,-1.312514720150955827e-04
0.000000000000000000e+00,-1.509347966624193477e-05,-3.018669740869264011e-05,-4.528004611286951122e-05,-6.037339481704638572e-05,-7.546674352151979629e-05,-9.056009222599318653e-05,-1.056534409301276958e-04,-1.207467896342621916e-04
0.000000000000000000e+00,-1.789752117599769513e-05,-3.579491110936531818e-05,-5.369236666391310591e-05,-7.158982221846090042e-05,-8.948727777324469185e-05,-1.073847333280284833e-04,-1.252821888825425523e-04,-1.431796444370566485e-04
0.000000000000000000e+00,-1.512582255302201783e-05,-3.025137808805545089e-05,-4.537706713190791844e-05,-6.050275617576037922e-05,-7.562844521991954046e-05,-9.075413426407872880e-05,-1.058798233078873539e-04,-1.210055123516959926e-04
0.000000000000000000e+00,-1.639128563541045837e-05,-3.278237956200002703e-05,-4.917356934282495206e-05,-6.556475912364982965e-05,-8.195594890478119087e-05,-9.834713868591252498e-05,-1.147383284666936076e-04,-1.311295182474747579e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
