0,1,2,3,4,5,6,7,8,9,10,11,16,17,18,19,12,13,14,15
1,20,21,2,5,22,23,6,24,25,26,9,29,30,31,17,13,27,28,14
3,2,32,33,7,6,34,35,10,36,37,38,18,41,42,43,15,14,39,40
2,21,44,32,6,23,45,34,26,46,47,36,31,49,50,41,14,28,48,39
4,5,6,7,51,52,53,54,16,17,18,19,59,60,61,62,55,56,57,58
5,22,23,6,52,63,64,53,29,30,31,17,67,68,69,60,56,65,66,57
7,6,34,35,54,53,70,71,18,41,42,43,61,74,75,76,58,57,72,73
6,23,45,34,53,64,77,70,31,49,50,41,69,79,80,74,57,66,78,72
